sensor,feature,marg_rpm,marg_temp,marg_kappa,cond_rpm,cond_rpm_lo,cond_rpm_hi,cond_temp,cond_temp_lo,cond_temp_hi
US,US_20-100kHz__rms,0.833369897755332,0.2057774747842483,0.49911054649429154,0.8609003269498527,0.7715116166178528,0.8957449676539646,0.6592659760060633,0.45870177919136057,0.7960789555228224
US,US_20-100kHz__skewness,-0.2215002405249618,0.09556193323056779,-0.23045007518439617,-0.16900083708669575,-0.2162170375025158,-0.11473986612530139,0.07940148752678253,0.046251597005603454,0.12203295971064951
US,US_20-100kHz__kurtosis,-0.2544753788216219,-0.11880053603904804,0.001042349186057227,-0.12105728780588772,-0.3451943202163718,-0.0021254219258803313,-0.4234011508378893,-0.7407786751199549,-0.06282400506802374
US,US_20-100kHz__crest_factor,-0.521838109014614,-0.19181008639062233,-0.19162066675646283,-0.40702580527802035,-0.5510291744463365,-0.21987237811211588,-0.4883514675896101,-0.7622377492180933,-0.16519278678811283
US,US_20-100kHz__shape_factor,-0.09802732621666156,-0.07429182459104722,0.11766740166986431,-0.022654134802496163,-0.16799396319703347,0.12215531847180691,-0.21163123300059627,-0.7062613246912535,0.0809410217256666
US,US_20-100kHz__margin_factor,-0.3618084031546674,-0.1556571246754138,-0.0577072793571581,-0.19127498456401992,-0.38123857647256104,-0.06864676977126774,-0.429369199052983,-0.7602986239647275,0.001333650044799333
US,US_20-100kHz__mobility,-0.6213364577807183,-0.1881937504380226,-0.41095533480579455,-0.6861049522776396,-0.7597521550327908,-0.6416217617055283,-0.4071294341924292,-0.4512454626846767,-0.35175374406948023
US,US_20-100kHz__complexity,-0.7461115315614486,-0.19759087725388472,-0.4130441795258777,-0.7247694212303925,-0.7936760214057592,-0.5633346575300429,-0.5198848079368172,-0.7634107386462904,-0.23295204032132202
US,US_20-100kHz__dominant_frequency,-0.22892018357251998,0.04049770629488098,-0.2669712188679976,-0.26838905065851765,-0.33733149712817,-0.19597428190272093,0.1394828130914716,0.09596758391611232,0.17158016202674525
US,US_20-100kHz__center_frequency,0.14673164779044598,-0.1331569410276115,0.1778734493201737,0.112373279126692,0.08348349859078907,0.16948676590601558,-0.06949084912253799,-0.1322843347061289,-0.007077423546943371
US,US_20-100kHz__spectral_bandwidth,0.26007749623671333,-0.11799091281655696,0.26708245838639777,0.22654576561437356,0.184397769651987,0.28473021654868036,-0.0718732015669373,-0.1178015686922107,0.017742510404423074
US,US_20-100kHz__spectral_skewness,-0.2554063096165957,0.11865965953721956,-0.26336940085851435,-0.22068624268117432,-0.27981140843839425,-0.18037530147537195,0.07225077024607515,-0.016940353226196428,0.11818209775353596
US,US_20-100kHz__spectral_kurtosis,-0.25650427643945806,0.11850241230070019,-0.2642514783173308,-0.22219896674401154,-0.2806943721991874,-0.18176974464652879,0.07224249916662076,-0.017001934947559572,0.11787723168492328
US,US_20-100kHz__spectral_flatness,0.24430067536533784,-0.1204994385580047,0.2551179312368358,0.211131246296413,0.17112329518763714,0.267889994967229,-0.07509848816296695,-0.1198613630723926,0.014628448770289815
